
6
72
-0.5  0.0  -0.5  2  1  1.0  0.0
-0.5  -0.5  0.0  2  3  1.0  0.0
-0.5  0.0  -0.5  5  4  1.0  0.0
-0.5  -0.5  0.0  5  6  1.0  0.0
-0.5  0.0  0.5  2  1  1.0  0.0
-0.5  0.0  0.5  5  4  1.0  0.0
-0.5  0.5  0.0  2  3  1.0  0.0
-0.5  0.5  0.0  5  6  1.0  0.0
0.0  -0.5  -0.5  3  1  1.0  0.0
-0.5  -0.5  0.0  3  2  1.0  0.0
0.0  -0.5  -0.5  6  4  1.0  0.0
-0.5  -0.5  0.0  6  5  1.0  0.0
0.0  -0.5  0.5  3  1  1.0  0.0
0.0  -0.5  0.5  6  4  1.0  0.0
-0.5  0.0  -0.5  1  2  1.0  0.0
0.0  -0.5  -0.5  1  3  1.0  0.0
-0.5  0.0  -0.5  4  5  1.0  0.0
0.0  -0.5  -0.5  4  6  1.0  0.0
0.0  0.0  0.0  1  1  1.38804418758  0.0
-0.5  0.0  0.5  1  2  1.0  0.0
0.0  -0.5  0.5  1  3  1.0  0.0
0.0  0.0  0.0  1  4  -0.694022093789  0.694022093789
-0.5  0.0  0.5  1  5  0.0  0.0
0.0  -0.5  0.5  1  6  0.0  0.0
0.5  0.0  -0.5  2  1  1.0  0.0
0.0  0.0  0.0  2  2  -0.694022093789  0.0
0.5  -0.5  0.0  2  3  1.0  0.0
0.5  0.0  -0.5  2  4  0.0  0.0
0.0  0.0  0.0  2  5  1.38804418758  0.694022093789
0.5  -0.5  0.0  2  6  0.0  0.0
0.0  0.5  -0.5  3  1  1.0  0.0
-0.5  0.5  0.0  3  2  1.0  0.0
0.0  0.0  0.0  3  3  -0.694022093789  0.0
0.0  0.5  -0.5  3  4  0.0  0.0
-0.5  0.5  0.0  3  5  0.0  0.0
0.0  0.0  0.0  3  6  -0.694022093789  -1.38804418758
0.0  0.0  0.0  4  1  -0.694022093789  -0.694022093789
-0.5  0.0  0.5  4  2  0.0  0.0
0.0  -0.5  0.5  4  3  0.0  0.0
0.0  0.0  0.0  4  4  -1.38804418758  0.0
-0.5  0.0  0.5  4  5  1.0  0.0
0.0  -0.5  0.5  4  6  1.0  0.0
0.5  0.0  -0.5  5  1  0.0  0.0
0.0  0.0  0.0  5  2  1.38804418758  -0.694022093789
0.5  -0.5  0.0  5  3  0.0  0.0
0.5  0.0  -0.5  5  4  1.0  0.0
0.0  0.0  0.0  5  5  0.694022093789  0.0
0.5  -0.5  0.0  5  6  1.0  0.0
0.0  0.5  -0.5  6  1  0.0  0.0
-0.5  0.5  0.0  6  2  0.0  0.0
0.0  0.0  0.0  6  3  -0.694022093789  1.38804418758
0.0  0.5  -0.5  6  4  1.0  0.0
-0.5  0.5  0.0  6  5  1.0  0.0
0.0  0.0  0.0  6  6  0.694022093789  0.0
0.5  0.0  0.5  2  1  1.0  0.0
0.0  0.5  0.5  3  1  1.0  0.0
0.5  0.0  0.5  5  4  1.0  0.0
0.0  0.5  0.5  6  4  1.0  0.0
0.0  0.5  -0.5  1  3  1.0  0.0
0.0  0.5  -0.5  4  6  1.0  0.0
0.0  0.5  0.5  1  3  1.0  0.0
0.5  0.5  0.0  2  3  1.0  0.0
0.0  0.5  0.5  4  6  1.0  0.0
0.5  0.5  0.0  5  6  1.0  0.0
0.5  -0.5  0.0  3  2  1.0  0.0
0.5  -0.5  0.0  6  5  1.0  0.0
0.5  0.0  -0.5  1  2  1.0  0.0
0.5  0.0  -0.5  4  5  1.0  0.0
0.5  0.0  0.5  1  2  1.0  0.0
0.5  0.5  0.0  3  2  1.0  0.0
0.5  0.0  0.5  4  5  1.0  0.0
0.5  0.5  0.0  6  5  1.0  0.0
